"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Harris County, TX"	"48201"	"2012"	"2012"	344	4253700	8.1
	"Harris County, TX"	"48201"	"2013"	"2013"	362	4336853	8.3
	"Harris County, TX"	"48201"	"2014"	"2014"	347	4441370	7.8
	"Harris County, TX"	"48201"	"2015"	"2015"	444	4538028	9.8
	"Harris County, TX"	"48201"	"2016"	"2016"	430	4589928	9.4
	"Hidalgo County, TX"	"48215"	"1999"	"1999"	15	555875	Unreliable
	"Hidalgo County, TX"	"48215"	"2000"	"2000"	23	569463	4.0
	"Hidalgo County, TX"	"48215"	"2001"	"2001"	28	590067	4.7
	"Hidalgo County, TX"	"48215"	"2002"	"2002"	41	610520	6.7
	"Hidalgo County, TX"	"48215"	"2003"	"2003"	44	632475	7.0
	"Hidalgo County, TX"	"48215"	"2004"	"2004"	25	653779	3.8
	"Hidalgo County, TX"	"48215"	"2005"	"2005"	33	674982	4.9
	"Hidalgo County, TX"	"48215"	"2006"	"2006"	28	695352	4.0
	"Hidalgo County, TX"	"48215"	"2007"	"2007"	35	715264	4.9
	"Hidalgo County, TX"	"48215"	"2008"	"2008"	42	736694	5.7
	"Hidalgo County, TX"	"48215"	"2009"	"2009"	34	757468	4.5
	"Hidalgo County, TX"	"48215"	"2010"	"2010"	34	774769	4.4
	"Hidalgo County, TX"	"48215"	"2011"	"2011"	31	797810	3.9
	"Hidalgo County, TX"	"48215"	"2012"	"2012"	26	806552	3.2
	"Hidalgo County, TX"	"48215"	"2013"	"2013"	21	815996	2.6
	"Hidalgo County, TX"	"48215"	"2014"	"2014"	26	831073	3.1
	"Hidalgo County, TX"	"48215"	"2015"	"2015"	32	842304	3.8
	"Hidalgo County, TX"	"48215"	"2016"	"2016"	25	849843	2.9
	"Hunt County, TX"	"48231"	"2004"	"2004"	10	82092	Unreliable
	"Hunt County, TX"	"48231"	"2014"	"2014"	10	88493	Unreliable
	"Jefferson County, TX"	"48245"	"1999"	"1999"	19	252288	Unreliable
	"Jefferson County, TX"	"48245"	"2000"	"2000"	19	252051	Unreliable
	"Jefferson County, TX"	"48245"	"2001"	"2001"	20	250137	8.0
	"Jefferson County, TX"	"48245"	"2002"	"2002"	15	250146	Unreliable
	"Jefferson County, TX"	"48245"	"2003"	"2003"	23	250183	9.2
	"Jefferson County, TX"	"48245"	"2004"	"2004"	17	250638	Unreliable
	"Jefferson County, TX"	"48245"	"2005"	"2005"	34	250849	13.6
	"Jefferson County, TX"	"48245"	"2006"	"2006"	20	245962	8.1
	"Jefferson County, TX"	"48245"	"2007"	"2007"	32	247629	12.9
	"Jefferson County, TX"	"48245"	"2008"	"2008"	24	249430	9.6
	"Jefferson County, TX"	"48245"	"2009"	"2009"	21	251332	8.4
	"Jefferson County, TX"	"48245"	"2010"	"2010"	18	252273	Unreliable
	"Jefferson County, TX"	"48245"	"2011"	"2011"	19	252802	Unreliable
	"Jefferson County, TX"	"48245"	"2012"	"2012"	23	251813	9.1
	"Jefferson County, TX"	"48245"	"2013"	"2013"	32	252358	12.7
	"Jefferson County, TX"	"48245"	"2014"	"2014"	25	252235	9.9
	"Jefferson County, TX"	"48245"	"2015"	"2015"	22	254308	8.7
	"Jefferson County, TX"	"48245"	"2016"	"2016"	33	254679	13.0
	"Jim Wells County, TX"	"48249"	"2012"	"2012"	10	41754	Unreliable
	"Lubbock County, TX"	"48303"	"1999"	"1999"	18	240776	Unreliable
	"Lubbock County, TX"	"48303"	"2000"	"2000"	14	242628	Unreliable
	"Lubbock County, TX"	"48303"	"2001"	"2001"	13	246616	Unreliable
	"Lubbock County, TX"	"48303"	"2002"	"2002"	14	249407	Unreliable
	"Lubbock County, TX"	"48303"	"2003"	"2003"	16	253388	Unreliable
	"Lubbock County, TX"	"48303"	"2004"	"2004"	24	255669	9.4
	"Lubbock County, TX"	"48303"	"2005"	"2005"	15	257779	Unreliable
	"Lubbock County, TX"	"48303"	"2006"	"2006"	19	261761	Unreliable
	"Lubbock County, TX"	"48303"	"2007"	"2007"	16	265215	Unreliable
	"Lubbock County, TX"	"48303"	"2009"	"2009"	18	274252	Unreliable
	"Lubbock County, TX"	"48303"	"2010"	"2010"	13	278831	Unreliable
	"Lubbock County, TX"	"48303"	"2011"	"2011"	14	283910	Unreliable
	"Lubbock County, TX"	"48303"	"2012"	"2012"	15	285760	Unreliable
	"Lubbock County, TX"	"48303"	"2013"	"2013"	11	289324	Unreliable
	"Lubbock County, TX"	"48303"	"2014"	"2014"	18	293974	Unreliable
	"Lubbock County, TX"	"48303"	"2015"	"2015"	21	299453	7.0
	"Lubbock County, TX"	"48303"	"2016"	"2016"	11	303137	Unreliable
	"McLennan County, TX"	"48309"	"1999"	"1999"	21	211548	9.9
	"McLennan County, TX"	"48309"	"2000"	"2000"	16	213517	Unreliable
	"McLennan County, TX"	"48309"	"2001"	"2001"	17	215099	Unreliable
	"McLennan County, TX"	"48309"	"2002"	"2002"	16	216571	Unreliable
	"McLennan County, TX"	"48309"	"2003"	"2003"	19	218744	Unreliable
	"McLennan County, TX"	"48309"	"2004"	"2004"	21	221353	9.5
	"McLennan County, TX"	"48309"	"2005"	"2005"	13	222794	Unreliable
	"McLennan County, TX"	"48309"	"2006"	"2006"	13	224452	Unreliable
	"McLennan County, TX"	"48309"	"2007"	"2007"	15	226741	Unreliable
	"McLennan County, TX"	"48309"	"2008"	"2008"	15	229037	Unreliable
	"McLennan County, TX"	"48309"	"2009"	"2009"	13	231679	Unreliable
	"McLennan County, TX"	"48309"	"2010"	"2010"	10	234906	Unreliable
	"McLennan County, TX"	"48309"	"2011"	"2011"	14	238564	Unreliable
	"McLennan County, TX"	"48309"	"2012"	"2012"	10	238707	Unreliable
	"McLennan County, TX"	"48309"	"2015"	"2015"	17	245671	Unreliable
	"Midland County, TX"	"48329"	"2014"	"2014"	11	155830	Unreliable
	"Midland County, TX"	"48329"	"2015"	"2015"	11	161077	Unreliable
	"Montgomery County, TX"	"48339"	"1999"	"1999"	24	284271	8.4
	"Montgomery County, TX"	"48339"	"2000"	"2000"	16	293768	Unreliable
	"Montgomery County, TX"	"48339"	"2001"	"2001"	18	311437	Unreliable
	"Montgomery County, TX"	"48339"	"2002"	"2002"	16	326466	Unreliable
	"Montgomery County, TX"	"48339"	"2003"	"2003"	14	341499	Unreliable
	"Montgomery County, TX"	"48339"	"2004"	"2004"	13	357607	Unreliable
	"Montgomery County, TX"	"48339"	"2005"	"2005"	16	372541	Unreliable
	"Montgomery County, TX"	"48339"	"2006"	"2006"	15	392497	Unreliable
	"Montgomery County, TX"	"48339"	"2007"	"2007"	18	411416	Unreliable
	"Montgomery County, TX"	"48339"	"2008"	"2008"	14	429818	Unreliable
	"Montgomery County, TX"	"48339"	"2009"	"2009"	17	445836	Unreliable
	"Montgomery County, TX"	"48339"	"2011"	"2011"	17	471734	Unreliable
	"Montgomery County, TX"	"48339"	"2012"	"2012"	19	485047	Unreliable
	"Montgomery County, TX"	"48339"	"2013"	"2013"	15	499137	Unreliable
	"Montgomery County, TX"	"48339"	"2014"	"2014"	14	518947	Unreliable
	"Montgomery County, TX"	"48339"	"2015"	"2015"	14	537559	Unreliable
	"Montgomery County, TX"	"48339"	"2016"	"2016"	16	556203	Unreliable
	"Nueces County, TX"	"48355"	"1999"	"1999"	14	314553	Unreliable
	"Nueces County, TX"	"48355"	"2000"	"2000"	21	313645	6.7
	"Nueces County, TX"	"48355"	"2001"	"2001"	17	313670	Unreliable
	"Nueces County, TX"	"48355"	"2002"	"2002"	27	316256	8.5
	"Nueces County, TX"	"48355"	"2003"	"2003"	27	317632	8.5
	"Nueces County, TX"	"48355"	"2004"	"2004"	23	321879	7.1
	"Nueces County, TX"	"48355"	"2005"	"2005"	10	325515	Unreliable
	"Nueces County, TX"	"48355"	"2006"	"2006"	24	329113	7.3
	"Nueces County, TX"	"48355"	"2007"	"2007"	23	330512	7.0
	"Nueces County, TX"	"48355"	"2008"	"2008"	22	333526	6.6
	"Nueces County, TX"	"48355"	"2009"	"2009"	17	338220	Unreliable
	"Nueces County, TX"	"48355"	"2010"	"2010"	20	340223	5.9
	"Nueces County, TX"	"48355"	"2011"	"2011"	15	343281	Unreliable
	"Nueces County, TX"	"48355"	"2012"	"2012"	17	347691	Unreliable
	"Nueces County, TX"	"48355"	"2013"	"2013"	20	352107	5.7
	"Nueces County, TX"	"48355"	"2014"	"2014"	28	356221	7.9
	"Nueces County, TX"	"48355"	"2015"	"2015"	22	359715	6.1
	"Nueces County, TX"	"48355"	"2016"	"2016"	24	361350	6.6
	"Orange County, TX"	"48361"	"2015"	"2015"	10	84260	Unreliable
	"Potter County, TX"	"48375"	"1999"	"1999"	10	112919	Unreliable
	"Potter County, TX"	"48375"	"2000"	"2000"	12	113546	Unreliable
	"Potter County, TX"	"48375"	"2001"	"2001"	19	114307	Unreliable
	"Potter County, TX"	"48375"	"2003"	"2003"	18	117067	Unreliable
	"Potter County, TX"	"48375"	"2004"	"2004"	11	117682	Unreliable
	"Potter County, TX"	"48375"	"2005"	"2005"	10	118771	Unreliable
	"Potter County, TX"	"48375"	"2007"	"2007"	16	119537	Unreliable
	"Potter County, TX"	"48375"	"2008"	"2008"	14	119740	Unreliable
	"Potter County, TX"	"48375"	"2012"	"2012"	10	122335	Unreliable
	"Potter County, TX"	"48375"	"2016"	"2016"	14	120832	Unreliable
	"Smith County, TX"	"48423"	"1999"	"1999"	14	172758	Unreliable
	"Smith County, TX"	"48423"	"2001"	"2001"	11	177836	Unreliable
	"Smith County, TX"	"48423"	"2002"	"2002"	10	181107	Unreliable
	"Smith County, TX"	"48423"	"2003"	"2003"	14	184254	Unreliable
	"Smith County, TX"	"48423"	"2004"	"2004"	11	187300	Unreliable
	"Smith County, TX"	"48423"	"2005"	"2005"	17	191362	Unreliable
	"Smith County, TX"	"48423"	"2008"	"2008"	15	203263	Unreliable
	"Smith County, TX"	"48423"	"2010"	"2010"	10	209714	Unreliable
	"Smith County, TX"	"48423"	"2012"	"2012"	11	214821	Unreliable
	"Smith County, TX"	"48423"	"2013"	"2013"	11	216080	Unreliable
	"Smith County, TX"	"48423"	"2015"	"2015"	10	222936	Unreliable
	"Smith County, TX"	"48423"	"2016"	"2016"	10	225290	Unreliable
	"Starr County, TX"	"48427"	"2005"	"2005"	12	58284	Unreliable
	"Tarrant County, TX"	"48439"	"1999"	"1999"	104	1422372	7.3
	"Tarrant County, TX"	"48439"	"2000"	"2000"	104	1446219	7.2
	"Tarrant County, TX"	"48439"	"2001"	"2001"	98	1490204	6.6
	"Tarrant County, TX"	"48439"	"2002"	"2002"	73	1524249	4.8
	"Tarrant County, TX"	"48439"	"2003"	"2003"	86	1553086	5.5
	"Tarrant County, TX"	"48439"	"2004"	"2004"	86	1580595	5.4
	"Tarrant County, TX"	"48439"	"2005"	"2005"	98	1612048	6.1
	"Tarrant County, TX"	"48439"	"2006"	"2006"	76	1662005	4.6
	"Tarrant County, TX"	"48439"	"2007"	"2007"	87	1707157	5.1
	"Tarrant County, TX"	"48439"	"2008"	"2008"	100	1745602	5.7
	"Tarrant County, TX"	"48439"	"2009"	"2009"	70	1784078	3.9
	"Tarrant County, TX"	"48439"	"2010"	"2010"	105	1809034	5.8
	"Tarrant County, TX"	"48439"	"2011"	"2011"	105	1849815	5.7
	"Tarrant County, TX"	"48439"	"2012"	"2012"	77	1880153	4.1
	"Tarrant County, TX"	"48439"	"2013"	"2013"	104	1911541	5.4
	"Tarrant County, TX"	"48439"	"2014"	"2014"	86	1945360	4.4
	"Tarrant County, TX"	"48439"	"2015"	"2015"	103	1982498	5.2
	"Tarrant County, TX"	"48439"	"2016"	"2016"	112	2016872	5.6
	"Taylor County, TX"	"48441"	"1999"	"1999"	11	126335	Unreliable
	"Taylor County, TX"	"48441"	"2014"	"2014"	11	135143	Unreliable
	"Travis County, TX"	"48453"	"1999"	"1999"	37	788500	4.7
	"Travis County, TX"	"48453"	"2000"	"2000"	36	812280	4.4
	"Travis County, TX"	"48453"	"2001"	"2001"	39	844877	4.6
	"Travis County, TX"	"48453"	"2002"	"2002"	24	848090	2.8
	"Travis County, TX"	"48453"	"2003"	"2003"	35	856315	4.1
	"Travis County, TX"	"48453"	"2004"	"2004"	28	870809	3.2
	"Travis County, TX"	"48453"	"2005"	"2005"	29	891266	3.3
	"Travis County, TX"	"48453"	"2006"	"2006"	27	925151	2.9
	"Travis County, TX"	"48453"	"2007"	"2007"	27	955399	2.8
	"Travis County, TX"	"48453"	"2008"	"2008"	26	980699	2.7
	"Travis County, TX"	"48453"	"2009"	"2009"	28	1006503	2.8
	"Travis County, TX"	"48453"	"2010"	"2010"	49	1024266	4.8
	"Travis County, TX"	"48453"	"2011"	"2011"	33	1063130	3.1
	"Travis County, TX"	"48453"	"2012"	"2012"	25	1095584	2.3
	"Travis County, TX"	"48453"	"2013"	"2013"	35	1120954	3.1
	"Travis County, TX"	"48453"	"2014"	"2014"	32	1151145	2.8
	"Travis County, TX"	"48453"	"2015"	"2015"	34	1176558	2.9
	"Travis County, TX"	"48453"	"2016"	"2016"	46	1199323	3.8
	"Victoria County, TX"	"48469"	"2003"	"2003"	12	84674	Unreliable
	"Webb County, TX"	"48479"	"1999"	"1999"	10	189014	Unreliable
	"Webb County, TX"	"48479"	"2000"	"2000"	13	193117	Unreliable
	"Webb County, TX"	"48479"	"2001"	"2001"	11	200347	Unreliable
	"Webb County, TX"	"48479"	"2002"	"2002"	10	206001	Unreliable
	"Webb County, TX"	"48479"	"2003"	"2003"	29	211786	13.7
	"Webb County, TX"	"48479"	"2004"	"2004"	19	217858	Unreliable
	"Webb County, TX"	"48479"	"2005"	"2005"	26	223703	11.6
	"Webb County, TX"	"48479"	"2006"	"2006"	25	229307	10.9
	"Webb County, TX"	"48479"	"2007"	"2007"	15	234594	Unreliable
	"Webb County, TX"	"48479"	"2008"	"2008"	11	240287	Unreliable
	"Webb County, TX"	"48479"	"2009"	"2009"	15	245908	Unreliable
	"Webb County, TX"	"48479"	"2010"	"2010"	10	250304	Unreliable
	"Webb County, TX"	"48479"	"2011"	"2011"	13	256496	Unreliable
	"Webb County, TX"	"48479"	"2014"	"2014"	17	266673	Unreliable
	"Webb County, TX"	"48479"	"2016"	"2016"	13	271193	Unreliable
	"Wichita County, TX"	"48485"	"2003"	"2003"	12	130411	Unreliable
	"Wichita County, TX"	"48485"	"2004"	"2004"	10	131677	Unreliable
	"Williamson County, TX"	"48491"	"2003"	"2003"	10	302895	Unreliable
	"Williamson County, TX"	"48491"	"2009"	"2009"	10	410800	Unreliable
	"Salt Lake County, UT"	"49035"	"1999"	"1999"	33	891116	3.7
	"Salt Lake County, UT"	"49035"	"2000"	"2000"	25	898387	2.8
	"Salt Lake County, UT"	"49035"	"2001"	"2001"	38	910750	4.2
	"Salt Lake County, UT"	"49035"	"2002"	"2002"	28	918152	3.0
	"Salt Lake County, UT"	"49035"	"2003"	"2003"	34	924802	3.7
	"Salt Lake County, UT"	"49035"	"2004"	"2004"	31	934140	3.3
	"Salt Lake County, UT"	"49035"	"2005"	"2005"	31	947963	3.3
	"Salt Lake County, UT"	"49035"	"2006"	"2006"	21	966798	2.2
	"Salt Lake County, UT"	"49035"	"2007"	"2007"	46	983719	4.7
	"Salt Lake County, UT"	"49035"	"2008"	"2008"	28	999553	2.8
	"Salt Lake County, UT"	"49035"	"2009"	"2009"	26	1016795	2.6
	"Salt Lake County, UT"	"49035"	"2010"	"2010"	32	1029655	3.1
	"Salt Lake County, UT"	"49035"	"2011"	"2011"	24	1048985	2.3
	"Salt Lake County, UT"	"49035"	"2012"	"2012"	24	1063842	2.3
	"Salt Lake County, UT"	"49035"	"2013"	"2013"	19	1079721	Unreliable
	"Salt Lake County, UT"	"49035"	"2014"	"2014"	25	1091742	2.3
	"Salt Lake County, UT"	"49035"	"2015"	"2015"	29	1107314	2.6
	"Salt Lake County, UT"	"49035"	"2016"	"2016"	43	1121354	3.8
	"Utah County, UT"	"49049"	"2014"	"2014"	12	560974	Unreliable
	"Weber County, UT"	"49057"	"2001"	"2001"	12	200073	Unreliable
	"Chesterfield County, VA"	"51041"	"2000"	"2000"	11	259903	Unreliable
	"Chesterfield County, VA"	"51041"	"2002"	"2002"	12	270741	Unreliable
	"Chesterfield County, VA"	"51041"	"2003"	"2003"	21	276300	7.6
	"Chesterfield County, VA"	"51041"	"2004"	"2004"	19	283030	Unreliable
	"Chesterfield County, VA"	"51041"	"2005"	"2005"	20	289998	6.9
	"Chesterfield County, VA"	"51041"	"2006"	"2006"	15	298496	Unreliable
	"Chesterfield County, VA"	"51041"	"2007"	"2007"	11	304636	Unreliable
	"Chesterfield County, VA"	"51041"	"2008"	"2008"	13	309837	Unreliable
	"Chesterfield County, VA"	"51041"	"2009"	"2009"	10	313096	Unreliable
	"Chesterfield County, VA"	"51041"	"2010"	"2010"	11	316236	Unreliable
	"Chesterfield County, VA"	"51041"	"2011"	"2011"	12	320277	Unreliable
	"Chesterfield County, VA"	"51041"	"2012"	"2012"	10	323856	Unreliable
	"Chesterfield County, VA"	"51041"	"2013"	"2013"	14	327745	Unreliable
	"Chesterfield County, VA"	"51041"	"2014"	"2014"	18	332499	Unreliable
	"Chesterfield County, VA"	"51041"	"2015"	"2015"	15	335687	Unreliable
	"Chesterfield County, VA"	"51041"	"2016"	"2016"	18	339009	Unreliable
	"Fairfax County, VA"	"51059"	"1999"	"1999"	24	955629	2.5
	"Fairfax County, VA"	"51059"	"2000"	"2000"	23	969749	2.4
	"Fairfax County, VA"	"51059"	"2001"	"2001"	21	991564	2.1
	"Fairfax County, VA"	"51059"	"2002"	"2002"	13	998613	Unreliable
	"Fairfax County, VA"	"51059"	"2003"	"2003"	15	1003070	Unreliable
	"Fairfax County, VA"	"51059"	"2004"	"2004"	15	1010938	Unreliable
	"Fairfax County, VA"	"51059"	"2005"	"2005"	26	1019490	2.6
	"Fairfax County, VA"	"51059"	"2006"	"2006"	24	1018981	2.4
	"Fairfax County, VA"	"51059"	"2007"	"2007"	20	1027727	1.9
	"Fairfax County, VA"	"51059"	"2008"	"2008"	23	1044178	2.2
	"Fairfax County, VA"	"51059"	"2009"	"2009"	24	1065142	2.3
	"Fairfax County, VA"	"51059"	"2010"	"2010"	21	1081726	1.9
	"Fairfax County, VA"	"51059"	"2011"	"2011"	11	1100692	Unreliable
	"Fairfax County, VA"	"51059"	"2012"	"2012"	17	1118602	Unreliable
	"Fairfax County, VA"	"51059"	"2013"	"2013"	17	1130924	Unreliable
	"Fairfax County, VA"	"51059"	"2014"	"2014"	10	1137538	Unreliable
	"Fairfax County, VA"	"51059"	"2015"	"2015"	18	1142234	Unreliable
	"Fairfax County, VA"	"51059"	"2016"	"2016"	15	1138652	Unreliable
	"Henrico County, VA"	"51087"	"1999"	"1999"	16	257884	Unreliable
	"Henrico County, VA"	"51087"	"2000"	"2000"	18	262300	Unreliable
	"Henrico County, VA"	"51087"	"2001"	"2001"	20	267722	7.5
	"Henrico County, VA"	"51087"	"2002"	"2002"	11	270608	Unreliable
	"Henrico County, VA"	"51087"	"2003"	"2003"	21	274555	7.6
	"Henrico County, VA"	"51087"	"2004"	"2004"	30	280290	10.7
	"Henrico County, VA"	"51087"	"2005"	"2005"	17	286441	Unreliable
	"Henrico County, VA"	"51087"	"2006"	"2006"	14	291460	Unreliable
	"Henrico County, VA"	"51087"	"2008"	"2008"	19	300198	Unreliable
	"Henrico County, VA"	"51087"	"2009"	"2009"	19	304763	Unreliable
	"Henrico County, VA"	"51087"	"2010"	"2010"	12	306935	Unreliable
	"Henrico County, VA"	"51087"	"2011"	"2011"	14	310445	Unreliable
	"Henrico County, VA"	"51087"	"2012"	"2012"	18	314932	Unreliable
	"Henrico County, VA"	"51087"	"2013"	"2013"	10	318611	Unreliable
	"Henrico County, VA"	"51087"	"2014"	"2014"	14	321924	Unreliable
	"Henrico County, VA"	"51087"	"2015"	"2015"	13	325155	Unreliable
	"Henrico County, VA"	"51087"	"2016"	"2016"	21	326501	6.4
	"Henry County, VA"	"51089"	"2001"	"2001"	10	57393	Unreliable
	"Montgomery County, VA"	"51121"	"2007"	"2007"	10	91548	Unreliable
	"Prince William County, VA"	"51153"	"1999"	"1999"	11	272661	Unreliable
	"Prince William County, VA"	"51153"	"2001"	"2001"	14	298843	Unreliable
	"Prince William County, VA"	"51153"	"2003"	"2003"	15	323377	Unreliable
	"Prince William County, VA"	"51153"	"2005"	"2005"	10	350612	Unreliable
	"Prince William County, VA"	"51153"	"2006"	"2006"	10	359174	Unreliable
	"Prince William County, VA"	"51153"	"2007"	"2007"	12	368016	Unreliable
	"Prince William County, VA"	"51153"	"2008"	"2008"	15	374776	Unreliable
	"Prince William County, VA"	"51153"	"2009"	"2009"	13	389001	Unreliable
	"Prince William County, VA"	"51153"	"2011"	"2011"	11	419006	Unreliable
	"Prince William County, VA"	"51153"	"2015"	"2015"	10	451721	Unreliable
	"Prince William County, VA"	"51153"	"2016"	"2016"	24	455210	5.3
	"Alexandria city, VA"	"51510"	"2005"	"2005"	11	128181	Unreliable
	"Alexandria city, VA"	"51510"	"2007"	"2007"	10	129175	Unreliable
	"Chesapeake city, VA"	"51550"	"1999"	"1999"	15	196035	Unreliable
	"Chesapeake city, VA"	"51550"	"2000"	"2000"	17	199184	Unreliable
	"Chesapeake city, VA"	"51550"	"2001"	"2001"	11	202325	Unreliable
	"Chesapeake city, VA"	"51550"	"2002"	"2002"	10	203970	Unreliable
	"Chesapeake city, VA"	"51550"	"2003"	"2003"	10	206909	Unreliable
	"Chesapeake city, VA"	"51550"	"2004"	"2004"	14	211927	Unreliable
	"Chesapeake city, VA"	"51550"	"2005"	"2005"	15	215128	Unreliable
	"Chesapeake city, VA"	"51550"	"2006"	"2006"	12	217271	Unreliable
	"Chesapeake city, VA"	"51550"	"2007"	"2007"	12	217450	Unreliable
	"Chesapeake city, VA"	"51550"	"2008"	"2008"	12	218458	Unreliable
	"Chesapeake city, VA"	"51550"	"2009"	"2009"	16	220176	Unreliable
	"Chesapeake city, VA"	"51550"	"2010"	"2010"	17	222209	Unreliable
	"Chesapeake city, VA"	"51550"	"2011"	"2011"	11	225050	Unreliable
	"Chesapeake city, VA"	"51550"	"2012"	"2012"	12	228417	Unreliable
	"Chesapeake city, VA"	"51550"	"2013"	"2013"	11	230571	Unreliable
	"Chesapeake city, VA"	"51550"	"2015"	"2015"	18	235429	Unreliable
	"Chesapeake city, VA"	"51550"	"2016"	"2016"	19	237940	Unreliable
	"Danville city, VA"	"51590"	"1999"	"1999"	10	49091	Unreliable
	"Danville city, VA"	"51590"	"2000"	"2000"	12	48411	Unreliable
	"Danville city, VA"	"51590"	"2008"	"2008"	11	43765	Unreliable
	"Danville city, VA"	"51590"	"2016"	"2016"	16	41898	Unreliable
	"Hampton city, VA"	"51650"	"1999"	"1999"	14	145538	Unreliable
	"Hampton city, VA"	"51650"	"2000"	"2000"	11	146437	Unreliable
	"Hampton city, VA"	"51650"	"2001"	"2001"	16	143432	Unreliable
	"Hampton city, VA"	"51650"	"2002"	"2002"	11	141844	Unreliable
	"Hampton city, VA"	"51650"	"2003"	"2003"	13	140413	Unreliable
	"Hampton city, VA"	"51650"	"2004"	"2004"	10	140200	Unreliable
	"Hampton city, VA"	"51650"	"2005"	"2005"	12	141314	Unreliable
	"Hampton city, VA"	"51650"	"2006"	"2006"	10	140839	Unreliable
	"Hampton city, VA"	"51650"	"2007"	"2007"	12	140222	Unreliable
	"Hampton city, VA"	"51650"	"2008"	"2008"	10	138957	Unreliable
	"Hampton city, VA"	"51650"	"2009"	"2009"	11	137833	Unreliable
	"Hampton city, VA"	"51650"	"2010"	"2010"	16	137436	Unreliable
	"Hampton city, VA"	"51650"	"2012"	"2012"	12	136836	Unreliable
	"Hampton city, VA"	"51650"	"2013"	"2013"	18	136699	Unreliable
	"Hampton city, VA"	"51650"	"2014"	"2014"	10	136879	Unreliable
	"Hampton city, VA"	"51650"	"2015"	"2015"	22	136454	16.1
	"Hampton city, VA"	"51650"	"2016"	"2016"	20	135410	14.8
	"Newport News city, VA"	"51700"	"1999"	"1999"	21	180224	11.7
	"Newport News city, VA"	"51700"	"2000"	"2000"	21	180150	11.7
	"Newport News city, VA"	"51700"	"2001"	"2001"	23	181873	12.6
	"Newport News city, VA"	"51700"	"2002"	"2002"	20	183061	10.9
	"Newport News city, VA"	"51700"	"2003"	"2003"	30	183404	16.4
	"Newport News city, VA"	"51700"	"2004"	"2004"	21	185204	11.3
	"Newport News city, VA"	"51700"	"2005"	"2005"	18	183651	Unreliable
	"Newport News city, VA"	"51700"	"2006"	"2006"	20	183581	10.9
	"Newport News city, VA"	"51700"	"2007"	"2007"	25	182528	13.7
	"Newport News city, VA"	"51700"	"2008"	"2008"	13	181287	Unreliable
	"Newport News city, VA"	"51700"	"2009"	"2009"	26	181000	14.4
	"Newport News city, VA"	"51700"	"2010"	"2010"	23	180719	12.7
	"Newport News city, VA"	"51700"	"2011"	"2011"	15	179611	Unreliable
	"Newport News city, VA"	"51700"	"2012"	"2012"	20	180726	11.1
	"Newport News city, VA"	"51700"	"2013"	"2013"	17	182020	Unreliable
	"Newport News city, VA"	"51700"	"2014"	"2014"	24	182965	13.1
	"Newport News city, VA"	"51700"	"2015"	"2015"	17	182385	Unreliable
	"Newport News city, VA"	"51700"	"2016"	"2016"	33	181825	18.1
	"Norfolk city, VA"	"51710"	"1999"	"1999"	35	233497	15.0
	"Norfolk city, VA"	"51710"	"2000"	"2000"	34	234403	14.5
	"Norfolk city, VA"	"51710"	"2001"	"2001"	32	236489	13.5
	"Norfolk city, VA"	"51710"	"2002"	"2002"	35	241704	14.5
	"Norfolk city, VA"	"51710"	"2003"	"2003"	38	239286	15.9
	"Norfolk city, VA"	"51710"	"2004"	"2004"	33	243836	13.5
	"Norfolk city, VA"	"51710"	"2005"	"2005"	56	239650	23.4
	"Norfolk city, VA"	"51710"	"2006"	"2006"	28	243406	11.5
	"Norfolk city, VA"	"51710"	"2007"	"2007"	45	241248	18.7
	"Norfolk city, VA"	"51710"	"2008"	"2008"	26	241201	10.8
	"Norfolk city, VA"	"51710"	"2009"	"2009"	43	241725	17.8
	"Norfolk city, VA"	"51710"	"2010"	"2010"	24	242803	9.9
	"Norfolk city, VA"	"51710"	"2011"	"2011"	25	242628	10.3
	"Norfolk city, VA"	"51710"	"2012"	"2012"	38	245782	15.5
	"Norfolk city, VA"	"51710"	"2013"	"2013"	24	246139	9.8
	"Norfolk city, VA"	"51710"	"2014"	"2014"	26	245428	10.6
	"Norfolk city, VA"	"51710"	"2015"	"2015"	37	246393	15.0
	"Norfolk city, VA"	"51710"	"2016"	"2016"	33	245115	13.5
	"Petersburg city, VA"	"51730"	"2000"	"2000"	10	33740	Unreliable
	"Petersburg city, VA"	"51730"	"2006"	"2006"	10	32181	Unreliable
	"Petersburg city, VA"	"51730"	"2009"	"2009"	12	32168	Unreliable
	"Petersburg city, VA"	"51730"	"2010"	"2010"	11	32420	Unreliable
	"Petersburg city, VA"	"51730"	"2014"	"2014"	13	32701	Unreliable
	"Petersburg city, VA"	"51730"	"2015"	"2015"	16	32477	Unreliable
	"Petersburg city, VA"	"51730"	"2016"	"2016"	10	31882	Unreliable
	"Portsmouth city, VA"	"51740"	"1999"	"1999"	18	100794	Unreliable
	"Portsmouth city, VA"	"51740"	"2000"	"2000"	20	100565	19.9
	"Portsmouth city, VA"	"51740"	"2001"	"2001"	13	99166	Unreliable
	"Portsmouth city, VA"	"51740"	"2002"	"2002"	13	98297	Unreliable
	"Portsmouth city, VA"	"51740"	"2003"	"2003"	14	97184	Unreliable
	"Portsmouth city, VA"	"51740"	"2004"	"2004"	11	97428	Unreliable
